Name,Quantity,Ingredients,Allergens,Packaging,Preparation Tool,Preparation Instructions,Storage Information,Validity,Category,Brand,Where Sold
Thé Noir Glacé au Citron et Citronnelle,500 ml,Eau sucre fructose acidifiant : acide citrique  extrait de thé (012 %) jus de citron a partir de concentré (01 %) correcteur d'acidité : citrate de sodium arômes naturels anti-oxydant : acide ascorbique extrait de citronnelle (0.01 %) édulcorant : glycosides de stéviol.,E330(Citric acid)E331(Sodium citrates),Bouteille Plastique PET,NS,NS,15-25 C,24,Beverages,Fusetea,France Switzerland
